route,weight_hat_a,weight_hat_b,weight_mamba,interp,blend_interp,sharpen_amount,sharpen_radius,clip_mode,psnr,ssim,edge,lpips,proxy,metrics_csv
wa0p6_wb0p325_wm0p075_cubic_b0005,0.6,0.325,0.075,cubic,0.005,0.0,1.0,hard,33.88288264407033,0.9979745502273242,0.9769028335809707,0.046497656351615055,41.731540299892984,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120/wa0p6_wb0p325_wm0p075_cubic_b0005.csv
wa0p575_wb0p35_wm0p075_cubic_b0005,0.575,0.35,0.075,cubic,0.005,0.0,1.0,hard,33.882881606185954,0.9979747623205185,0.9769022395213445,0.04649978595601472,41.73153508723972,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120/wa0p575_wb0p35_wm0p075_cubic_b0005.csv
wa0p6_wb0p325_wm0p075_raw,0.6,0.325,0.075,,0.0,0.0,1.0,hard,33.88174504140951,0.9979734515150388,0.9769013618429502,0.04628665852796985,41.73081515712971,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120/wa0p6_wb0p325_wm0p075_raw.csv
wa0p575_wb0p35_wm0p075_raw,0.575,0.35,0.075,,0.0,0.0,1.0,hard,33.881743047379544,0.9979736949006717,0.9769007802009583,0.04628800644616907,41.73081076429315,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120/wa0p575_wb0p35_wm0p075_raw.csv
wa0p6_wb0p35_wm0p05_cubic_b0005,0.6,0.35,0.05,cubic,0.005,0.0,1.0,hard,33.88038987416912,0.9979712019364039,0.9768940513332685,0.046217238480069985,41.729570711493935,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120/wa0p6_wb0p35_wm0p05_cubic_b0005.csv
wa0p65_wb0p3_wm0p05_cubic_b0005,0.65,0.3,0.05,cubic,0.005,0.0,1.0,hard,33.88033990616122,0.9979707106947899,0.9768951753775279,0.04621335940028075,41.72952780228446,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120/wa0p65_wb0p3_wm0p05_cubic_b0005.csv
wa0p6_wb0p35_wm0p05_raw,0.6,0.35,0.05,,0.0,0.0,1.0,hard,33.87895434861729,0.9979700381557147,0.9768916547298432,0.046007397067539084,41.728543092876194,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120/wa0p6_wb0p35_wm0p05_raw.csv
wa0p65_wb0p3_wm0p05_raw,0.65,0.3,0.05,,0.0,0.0,1.0,hard,33.878905729884565,0.9979695305228233,0.9768927703301112,0.04600374865015813,41.72850095638141,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120/wa0p65_wb0p3_wm0p05_raw.csv
