source,path,images,match_strength,sigma,interp,sigma_jitter,noise_std,gamma_jitter,official_score,test_score,total_score,edge_mean,fft_high_ratio,std
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,area,0.1,0.25,0.03,0.43602622379049205,0.4152515964317982,0.42979383558288387,0.3494471125304699,0.08925125163927927,0.19038825418101624
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,area,0.1,0.25,0.03,0.43879089646669966,0.4134371558517853,0.43118477428222535,0.33667226240504533,0.07636404639175294,0.18865533702773973
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,cubic,0.1,0.25,0.03,0.44274890098387026,0.4218277979152067,0.43647257006327117,0.3574082733830437,0.09613425812883594,0.19141212705289945
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,area,0.1,0.25,0.0,0.4512182495057282,0.4372720960070416,0.4470344034561222,0.3374753959942609,0.07718085142002001,0.1894296050304547
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,area,0.1,0.25,0.0,0.4518145485658228,0.44259330252353174,0.4490481747531354,0.35044013778679073,0.09032987671604885,0.19118611374869943
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,area,0.1,0.0,0.0,0.45480690454957934,0.43980575482736073,0.45030655963291377,0.34213104483205825,0.0768801493252528,0.19181111903162673
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,area,0.1,0.0,0.0,0.45371353017014293,0.4435165847719341,0.45065444655068027,0.355256132199429,0.089941998269174,0.19359425600850955
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,area,0.0,0.25,0.03,0.4568636184563159,0.4372281956046214,0.4509729916008075,0.3434401861159131,0.08942713614664091,0.1860287066665478
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,area,0.0,0.0,0.0,0.45744877094687636,0.4365073013419302,0.4511663300653925,0.3415262373164296,0.08919776951557927,0.18630993319675326
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,area,0.0,0.0,0.03,0.4551289805856259,0.44380527093991246,0.4517318676919118,0.3547253174474463,0.0891266542305505,0.19346663996111602
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,area,0.0,0.0,0.03,0.45680427969790616,0.44082348023889206,0.45201003986020194,0.3416972309933044,0.07626707823147721,0.19170746474992484
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,area,0.0,0.25,0.03,0.4629195885947716,0.43403351040996535,0.45425376513932975,0.3308703002985567,0.07653193228641796,0.18432110140565783
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,area,0.0,0.0,0.0,0.4641500563459998,0.43334950447727405,0.454909890785382,0.3290467392653227,0.07632617200605854,0.18461799947544932
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,cubic,0.1,0.25,0.0,0.45837644116350573,0.4493283825232904,0.4556620235714411,0.3585069100372493,0.09738830421645975,0.1922253233497031
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,cubic,0.0,0.25,0.03,0.46295377469010457,0.44164515609540034,0.4565611891116933,0.35130655637476593,0.09627579766367404,0.18703595461556688
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,cubic,0.0,0.0,0.0,0.46423384069758145,0.4421645433323289,0.4576130514880057,0.3493328938493505,0.09603270210917964,0.18730757507728413
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,area,0.1,0.0,0.03,0.46533995574769055,0.44222775641316864,0.45840629594733395,0.34050637047039345,0.08903111004251052,0.18650014023296535
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,cubic,0.1,0.0,0.0,0.4599382221600882,0.45517112928767756,0.458508094298365,0.36345037166029215,0.09694412671323904,0.19464501307811588
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,cubic,0.0,0.0,0.03,0.46142551220921785,0.45523934115104114,0.45956966089176476,0.3628312525106594,0.09595754985820917,0.19450235448312014
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,area,0.1,0.0,0.03,0.47210810612469206,0.4390174697228611,0.46218091520414273,0.327992272854317,0.07618961795945048,0.1848138573113829
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,cubic,0.1,0.0,0.03,0.47201358266361465,0.4474608495961994,0.46464776274339004,0.34826800011796877,0.09589577021849052,0.18749465345172212
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,cubic,0.1,0.25,0.03,0.47578406608316004,0.4693629110352929,0.47385771956879985,0.37440453260205686,0.11593151151285212,0.19392240786692128
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,area,0.0,0.25,0.0,0.4779980205368572,0.4704921271951783,0.47574625253435354,0.3417898684274405,0.0891485617934272,0.18630232068244368
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,area,0.0,0.25,0.0,0.484654063455563,0.4682298500648309,0.47972679943834334,0.32927695056423545,0.07629809454982633,0.18461117299739271
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.65,cubic,0.0,0.25,0.0,0.4844933040641445,0.47551361764447503,0.48179939813824363,0.3496007197536528,0.09597470584520698,0.18729855009587482
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,cubic,0.0,0.0,0.0,0.4890340804391914,0.4799133967208362,0.48629787532368485,0.36609311040956527,0.11584661895918916,0.18977742188144475
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,cubic,0.0,0.25,0.03,0.4898252581557211,0.48100933420745046,0.4871804809712399,0.36802212288603187,0.11611847748507698,0.1895237455610186
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,cubic,0.1,0.0,0.03,0.4947967862559977,0.4827787043081572,0.4911913616716455,0.3648795752087608,0.11559938598122561,0.1899333234759979
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,cubic,0.1,0.25,0.0,0.49428503345530395,0.4999622009409297,0.4959881837009916,0.37580450694076717,0.11767862711006485,0.19478178216377273
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,cubic,0.0,0.0,0.03,0.502241841522742,0.5108449453139421,0.504822772660102,0.38017876259982586,0.11574524404037718,0.19706241769017652
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,cubic,0.1,0.0,0.0,0.502555975082542,0.5121394729175628,0.5054310244330482,0.38099736627191305,0.11704040810004002,0.19723115081433207
jod_cam_front_pilot_20260510a,external_data/jod_cam_front_pilot_20260510a,128,1.0,0.5,cubic,0.0,0.25,0.0,0.5090228961901334,0.5113089278372227,0.5097087056842602,0.36624064442003146,0.11574342208426519,0.18975883803796023
