route,weight_hat_a,weight_hat_b,weight_mamba,weight_atd,interp,blend_interp,sharpen_amount,sharpen_radius,clip_mode,mamba_mix_mode,mamba_residual_sigma,mamba_gray_mode,tone_gamma,tone_gain,tone_bias,psnr,ssim,edge,lpips,proxy,metrics_csv
wa0p535_wb0p375_wm0p065_watd0p025_raw,0.535,0.375,0.065,0.025,,0.0,0.0,1.0,hard,blend,0.0,avg,1.0,1.0,0.0,35.3387356513582,0.9981426373124123,0.9803641229867935,0.03917828662088141,43.209963147964494,experiments/router_metrics_20260512/hat_hat_mambairv2_atd4_probe40/wa0p535_wb0p375_wm0p065_watd0p025_raw.csv
wa0p55_wb0p365_wm0p06_watd0p025_raw,0.55,0.365,0.06,0.025,,0.0,0.0,1.0,hard,blend,0.0,avg,1.0,1.0,0.0,35.33816115605654,0.9981419339776039,0.9803637310862541,0.03912577133160085,43.20948867943147,experiments/router_metrics_20260512/hat_hat_mambairv2_atd4_probe40/wa0p55_wb0p365_wm0p06_watd0p025_raw.csv
wa0p55_wb0p375_wm0p045_watd0p03_raw,0.55,0.375,0.045,0.03,,0.0,0.0,1.0,hard,blend,0.0,avg,1.0,1.0,0.0,35.337017885210756,0.9981403157114983,0.980362257361412,0.03901189886964858,43.20856049646327,experiments/router_metrics_20260512/hat_hat_mambairv2_atd4_probe40/wa0p55_wb0p375_wm0p045_watd0p03_raw.csv
wa0p55_wb0p375_wm0p05_watd0p025_raw,0.55,0.375,0.05,0.025,,0.0,0.0,1.0,hard,blend,0.0,avg,1.0,1.0,0.0,35.33686394116181,0.9981403514742851,0.9803613588213921,0.03902245167992078,43.20838386429046,experiments/router_metrics_20260512/hat_hat_mambairv2_atd4_probe40/wa0p55_wb0p375_wm0p05_watd0p025_raw.csv
wa0p55_wb0p375_wm0p075_watd0_raw,0.55,0.375,0.075,0.0,,0.0,0.0,1.0,hard,blend,0.0,avg,1.0,1.0,0.0,35.33576787749856,0.9981401994824409,0.9803551658987999,0.03907191905891523,43.20717556807298,experiments/router_metrics_20260512/hat_hat_mambairv2_atd4_probe40/wa0p55_wb0p375_wm0p075_watd0_raw.csv
