source,path,images,match_strength,sigma,interp,sigma_jitter,noise_std,gamma_jitter,official_score,test_score,total_score,edge_mean,fft_high_ratio,std
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.5,cubic,0.1,0.0,0.0,0.48242553026279456,0.41403307080884133,0.46190779242660857,0.23814192452118732,0.04954781828937658,0.19934354099677876
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.5,cubic,0.0,0.0,0.03,0.48627614656739704,0.41578967709872433,0.4651302057267952,0.23759058659197763,0.049185168597605536,0.1991820721887052
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.5,cubic,0.1,0.25,0.0,0.5017081168535679,0.4339845556651201,0.4813910484970335,0.23297923506470397,0.04928921931057971,0.1979018475394696
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.65,cubic,0.1,0.0,0.0,0.5238423791276342,0.45449847458478887,0.5030392077647806,0.2296841184142977,0.04246962329186456,0.19837733643362299
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.65,cubic,0.0,0.0,0.03,0.5271708285655484,0.4553660629136279,0.5056293988699723,0.22932765373843722,0.042189451697094295,0.19822365225991234
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.5,cubic,0.1,0.25,0.03,0.5430730880517988,0.43533027458936474,0.5107502440130686,0.23047204973408952,0.04856332884354693,0.1969288958935067
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.5,area,0.1,0.0,0.0,0.5413103899080882,0.4713116457063061,0.5203107666475536,0.22540438937721774,0.0398165353235879,0.19794889038894325
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.65,cubic,0.1,0.25,0.0,0.5416574579588954,0.4742018011545255,0.5214207609175844,0.22477873717434704,0.042229659113721285,0.19695274683181196
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.5,area,0.0,0.0,0.03,0.54407558249061,0.4719386747317249,0.5224345101629445,0.22521548974327743,0.039596044837478916,0.1978042127448134
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,128,1.0,0.5,cubic,0.0,0.25,0.0,0.5402066397540013,0.5009462484208526,0.5284285223540567,0.2283386859926395,0.04875674524093134,0.1940829260274768
