source,recipe,static_score,model_family,model_variant,weights,out_dir,initial_val,final_val,best_val,delta,train_loss,promoted_or_closed
legal_tta_subset_smoke,hat_clean_tta_s247_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/hat_post_sweep_20260511/clean_lr8e8_tta_topsubsets_smoke4_summary.csv,45.49442395949329,45.49681713840397,45.51113178586343,0.00239317891068,,closed
legal_tta_subset_full120,hat_clean_tta_s247_full120_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/hat_post_sweep_20260511/clean_lr8e8_tta_s247_full120_summary.csv,41.72060484291441,41.720059991779785,41.72060484291441,-0.000544851134627,,closed
legal_external_residual_smoke,hat_tta_hatfir_highpass_residual_smoke4_lpips,,hat+hatfir,l+hatfir,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/SwinFIR/experiments/pretrained_models/HATFIR_SRx2.pth,experiments/hat_external_residual_20260511/hat_tta_hatfir_highpass_smoke4_summary.csv,45.49442395949329,45.49527009734034,45.51113178586343,0.000846137847049,,closed
legal_external_residual_smoke,hat_tta_cat_a_highpass_residual_smoke4_lpips,,hat+cat,l+a,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/CAT_weights/CAT_A/SR_CAT_A_x2.pth,experiments/hat_external_residual_20260511/hat_tta_cat_a_highpass_smoke4_summary.csv,45.49442395949329,45.49750888848626,45.51113178586343,0.003084928992969,,closed
legal_hat_residual_smoke,hat_tta_prev_clean_highpass_residual_smoke4_lpips,,hat+hat,l+l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth,experiments/hat_external_residual_20260511/hat_tta_prev_clean_highpass_smoke4_summary.csv,45.49442395949329,45.50096801642498,45.51113178586343,0.006544056931688,,closed
legal_postprocess_oracle,hat_clean_tta_full120_route_oracle_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260510/clean_lr8e8_tta_full120_sweep,41.72060484291441,41.728299939479065,41.728299939479065,0.00769509656467,,archived
legal_postprocess_oracle,hat_hat_tta_full120_route_oracle_lpips,,hat+hat,l+l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth,experiments/router_metrics_20260510/clean_lr8e8_prev_non_native_tta_ensemble_full120,41.72348867711936,41.73022113136241,41.73022113136241,0.00673245424304,,archived
official_metric_loss,hat_l_native_io_metricloss_full120clean_limit512_p96_lr5e8_e1,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,checkpoints_hat_l_nativeio_metricloss_limit512_lr5e8_full120clean_avg,41.63526277327759,41.63219271685922,41.63526277327759,-0.003070056418366107,0.019010729669687976,closed
official_metric_loss,hat_l_native_io_ssimedge_probe40_limit512_p96_lr5e8_e1,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,checkpoints_hat_l_nativeio_ssimedge_probe40_limit512_lr5e8_avg,43.09584457800508,43.09211206192692,43.09584457800508,-0.003732516078159165,0.01440227359337598,closed
public_weight_eval,openmodeldb_swift_srgan_2x_stage_a_smoke4_lpips,,swift-srgan,2x,external_models/OpenModelDB_weights/cold_20260511/swift_srgan_2x.pth,experiments/router_metrics_20260511/openmodeldb_swift_srgan_2x_smoke4.csv,42.20725,42.20725,42.20725,0.0,,closed
public_weight_eval,openmodeldb_realsr_swinir_gan_x2_stage_a_smoke4_lpips,,swinir,gan,external_models/OpenModelDB_weights/cold_20260511/003_realSR_BSRGAN_DFO_s64w8_SwinIR-M_x2_GAN.pth,experiments/router_metrics_20260511/openmodeldb_realsr_swinir_gan_x2_smoke4.csv,38.83051,38.83051,38.83051,0.0,,closed
public_weight_eval,hf_jaideepsingh_hat_srx2_stage_a_smoke4_lpips,,hat,m,external_models/HF_weights/jaideepsingh_upscale_models/HAT/HAT_SRx2.pth,experiments/router_metrics_20260511/hf_jaideepsingh_hat_srx2_smoke4.csv,44.66887,44.66887,44.66887,0.0,,closed
public_weight_eval,hatfir_x2_official_full120_lpips,,swinfir,hatfir,external_models/SwinFIR/experiments/pretrained_models/HATFIR_SRx2.pth,experiments/router_metrics_20260511/hatfir_x2_official_full120.csv,41.35035661460706,41.35035661460706,41.35035661460706,0.0,,closed
legal_external_oracle,hat_tta_hatfir_full120_oracle_lpips,,hat+hatfir,l+hatfir,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/SwinFIR/experiments/pretrained_models/HATFIR_SRx2.pth,experiments/router_analysis_k4_20260511_hatfir_vs_hat_full120,41.72060484291441,41.72650143002894,41.72650143002894,0.00589658711454,,archived
legal_external_router,hat_tta_hatfir_full120_lr_cluster_router_lpips,,hat+hatfir,l+hatfir,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/SwinFIR/experiments/pretrained_models/HATFIR_SRx2.pth,experiments/router_analysis_k4_20260511_hatfir_vs_hat_full120,41.72060484291441,41.72060484291441,41.72650143002894,0.0,,closed
legal_postprocess_smoke,hat_clean_tta_cubic_b0015_bp_a002_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260511/hat_clean_tta_cubic_b0015_bp_a002_smoke4.csv,45.49442395949329,45.49512,45.51113178586343,0.00069604050671,,closed
legal_tta_ensemble_smoke,current_vs_hf_hat_srx2_tta_ensemble_smoke4_lpips,,hat+hat,mix,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/HF_weights/jaideepsingh_upscale_models/HAT/HAT_SRx2.pth,experiments/hat_post_sweep_20260511/current_vs_hf_hat_srx2_tta_ensemble_smoke4_summary.csv,45.49442395949329,45.497771015260405,45.51113178586343,0.003347055767114,,closed
public_weight_eval,openmodeldb_dat2_x2_stage_a_smoke4_lpips,,dat,dat2,external_models/OpenModelDB_weights/dat2_20260511/DAT_2_x2.pth,experiments/router_metrics_20260511/openmodeldb_dat2_x2_smoke4.csv,44.53943,44.53943,44.53943,0.0,,closed
public_weight_eval,openmodeldb_dat2_x4_to_x2_area_smoke4_lpips,,dat,dat2_x4_to_x2,external_models/OpenModelDB_weights/dat2_20260511/DAT_2_x4.pth,experiments/router_metrics_20260511/openmodeldb_dat2_x4_to_x2_area_smoke4.csv,44.63012,44.63012,44.63012,0.0,,closed
public_weight_eval,openmodeldb_dat2_x3_to_x2_area_smoke4_lpips,,dat,dat2_x3_to_x2,external_models/OpenModelDB_weights/dat2_20260511/DAT_2_x3.pth,experiments/router_metrics_20260511/openmodeldb_dat2_x3_to_x2_area_smoke4.csv,42.51445,42.51445,42.51445,0.0,,closed
public_weight_eval,openmodeldb_swinir_df2k_x4_to_x2_area_smoke4_lpips,,swinir,x4_to_x2,external_models/OpenModelDB_weights/swinir_x4_20260511/001_classicalSR_DF2K_s64w8_SwinIR-M_x4.pth,experiments/router_metrics_20260511/openmodeldb_swinir_df2k_x4_to_x2_area_smoke4.csv,44.42676,44.42676,44.42676,0.0,,closed
legal_swa_smoke,hat_nativeio_swa_current_clean1024_w050_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_swa_20260511/current_clean1024_w050.pth,experiments/router_metrics_20260511/hat_nativeio_swa_current_clean1024_w050_tta_cubic_b0015_smoke4.csv,45.49442395949329,45.49424,45.51113178586343,-0.00018395949329,,closed
legal_refiner_smoke,hat_refiner_l512_notta_raw_smoke4_lpips,,hat_refiner,c32d4,checkpoints_hat_refiner_nativeio_l512_p96_c32d4_lr2e4_20260511/best_refiner.pth,experiments/router_metrics_20260511/hat_refiner_l512_notta_raw_smoke4_lpips.csv,45.38694,45.38152,45.38694,-0.00542,0.011686,closed
legal_tile_smoke,hat_nativeio_tile96o24_notta_raw_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260511/hat_nativeio_tile96o24_notta_raw_smoke4_lpips.csv,45.38694,45.33157,45.38694,-0.05537,,closed
public_weight_blocked,hf_ntire2026_infraredsr_rfrsr_x4_blocked,,rfrsr,x4,external_models/HF_weights/CallMeDaniel_NTIRE2026-InfraredSR/rfrsr_v10_split_iter46k.pth,external_models/HF_weights/CallMeDaniel_NTIRE2026-InfraredSR,0.0,0.0,0.0,0.0,,closed
public_weight_eval,mambairv2_base_x2_official_stage_a_smoke4_lpips,,mambairv2,base,external_models/MambaIR_weights/mambairv2_classicSR_Base_x2.pth,experiments/router_metrics_20260511/mambairv2_base_x2_official_smoke4.csv,44.54960,44.54960,44.54960,0.0,,closed
public_weight_eval,mambairv2_large_x2_official_stage_a_smoke4_lpips,,mambairv2,large,external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/mambairv2_large_x2_official_smoke4.csv,44.55586,44.55586,44.55586,0.0,,closed
legal_external_ensemble_smoke,hat_nativeio_tta_mambairv2_large_notta_smoke4_lpips,,hat+mambairv2,l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/hat_nativeio_tta_mambairv2_large_notta_smoke4,45.49295,45.50311,45.51113,0.01016,,promoted_probe40
legal_external_ensemble_probe,hat_nativeio_tta_mambairv2_large_notta_probe40_lpips,,hat+mambairv2,l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/hat_nativeio_tta_mambairv2_large_notta_probe40,43.18805,43.20532,43.20532,0.01727,,promoted_full120
legal_external_ensemble_full120,hat_nativeio_tta_mambairv2_large_notta_full120_lpips,,hat+mambairv2,l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/hat_nativeio_tta_mambairv2_large_notta_full120,41.71741,41.72977,41.72977,0.01236,,local_best_marginal
legal_postprocess_smoke,hat_nativeio_tta_mambairv2_large_notta_post_smoke4_lpips,,hat+mambairv2,l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/hat_post_sweep_20260511/hat_nativeio_tta_mambairv2_large_notta_post_smoke4_summary.csv,45.50294,45.50294,45.50311,-0.00017,,closed
official_clean_finetune,mambairv2_large_official_full120clean_limit512_lr3e6_avg,,mambairv2,large,external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,checkpoints_mambairv2_large_official_full120clean_limit512_lr3e6_avg_20260511,41.02053,41.27405,41.27405,0.25352,0.01143,closed_single_model_weak
legal_external_ensemble_smoke,hat_nativeio_tta_mambairv2_large_ft512_notta_smoke4_lpips,,hat+mambairv2,l+large_ft512,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_mambairv2_large_official_full120clean_limit512_lr3e6_avg_20260511/best_x2.pth,experiments/router_metrics_20260511/hat_nativeio_tta_mambairv2_large_ft512_notta_smoke4,45.49295,45.51277,45.51277,0.01982,,promoted_probe40
legal_external_ensemble_probe,hat_nativeio_tta_mambairv2_large_ft512_notta_probe40_lpips,,hat+mambairv2,l+large_ft512,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_mambairv2_large_official_full120clean_limit512_lr3e6_avg_20260511/best_x2.pth,experiments/router_metrics_20260511/hat_nativeio_tta_mambairv2_large_ft512_notta_probe40,43.18805,43.20591,43.20591,0.01786,,promoted_full120
legal_external_ensemble_full120,hat_nativeio_tta_mambairv2_large_ft512_notta_full120_lpips,,hat+mambairv2,l+large_ft512,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_mambairv2_large_official_full120clean_limit512_lr3e6_avg_20260511/best_x2.pth,experiments/router_metrics_20260511/hat_nativeio_tta_mambairv2_large_ft512_notta_full120,41.71741,41.72732,41.72732,0.00991,,closed_below_original_mamba
legal_external_ensemble_smoke,hat_hat_mambairv2_large_notta_smoke4_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/hat_hat_mambairv2_large_notta_smoke4,45.50702,45.51503,45.51503,0.00801,,promoted_probe40
legal_external_ensemble_probe,hat_hat_mambairv2_large_notta_probe40_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/hat_hat_mambairv2_large_notta_probe40,43.20532,43.20913,43.20913,0.00381,,promoted_full120
legal_external_ensemble_full120,hat_hat_mambairv2_large_notta_full120_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/hat_hat_mambairv2_large_notta_full120,41.72977,41.73174,41.73174,0.00197,,local_proxy_best_marginal
legal_postprocess_smoke,hat_hat_mambairv2_large_notta_post_smoke4_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/hat_hat_mambairv2_post_smoke4_sweep_20260511.csv,45.51438,45.51438,45.51438,0.0,,closed_raw_best
legal_external_ensemble_smoke,hat_hatnative1024_mambairv2_large_notta_smoke4_lpips,,hat+hat+mambairv2,l+native1024+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_nativeio_official_cont_limit1024_lr2e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/hat_hatnative1024_mambairv2_large_notta_smoke4,45.51503,45.50314,45.51503,-0.01189,,closed
legal_external_router,hat_hat_mambairv2_full120_k4_ridge_router_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/routed_hhat_vs_hhmamba_full120/k4_ridge.csv,41.72199,41.72627,41.73703,0.00428,,platform_ridge_candidate
legal_external_ensemble_full120,hat_hat_mambairv2_lowmamba_full120_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260511/hat_hat_mambairv2_lowmamba_full120,41.72199,41.72854,41.72854,0.00655,,platform_ridge_best_marginal
legal_external_ensemble_smoke,hat_hat_mambairv2_large_tta_fixedsmoke4_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260512/hat_hat_mambairv2_large_tta_fixedsmoke4,45.51503,45.51498,45.51503,-0.00005,,closed
official_train_blocked,hat_l_native_io_probe40_limit512_p128_lr8e8_e1,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,checkpoints_hat_l_nativeio_official_probe40_limit512_p128_lr8e8_20260512,43.09584457800508,43.09584457800508,43.09584457800508,0.0,,closed_oom
official_train_blocked,hat_l_native_io_probe40_limit512_p112_lr8e8_e1,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,checkpoints_hat_l_nativeio_official_probe40_limit512_p112_lr8e8_20260512,43.09584457800508,43.09584457800508,43.09584457800508,0.0,,closed_oom
public_weight_eval,cat_r_x2_official_stage_a_smoke4_lpips,,cat,r,external_models/CAT_weights/CAT_R/SR_CAT_R_x2.pth,experiments/router_metrics_20260512/cat_r_x2_official_smoke4.csv,44.50241,44.50241,44.50241,0.0,,closed
public_weight_eval,cat_r2_x2_official_stage_a_smoke4_lpips,,cat,r2,external_models/CAT_weights/CAT_R_2/SR_CAT_R_2_x2.pth,experiments/router_metrics_20260512/cat_r2_x2_official_smoke4.csv,44.50670,44.50670,44.50670,0.0,,closed
legal_external_ensemble_smoke,hat_hat_mambairv2_lowmamba_fine_smoke4_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260512/hat_hat_mambairv2_lowmamba_fine_smoke4,45.51503,45.51573,45.51573,0.00070,,closed_marginal
public_weight_eval,ntire2026_ir_team00_dat_x4_to_x2_area_stage_a_smoke4_lpips,,ntire2026_ir,team00_dat_x4_to_x2,external_models/NTIRE2026_infraredSR/downloaded_weights/team00_DAT/team00_dat.pth,experiments/router_metrics_20260512/ntire2026_ir_x4_team00_dat_to_x2_area_smoke4.csv,44.50308,44.50308,44.50308,0.0,,closed
public_weight_eval,ntire2026_ir_team03_hat1_x4_to_x2_area_smoke4_lpips,,ntire2026_ir,team03_hat1_x4_to_x2,external_models/NTIRE2026_infraredSR/downloaded_weights/team03_XJRes/team03_XJRes_download,experiments/router_metrics_20260512/ntire2026_ir_x4_team03_hat1_to_x2_area_smoke4.csv,40.00006,40.00006,40.00006,0.0,,closed
public_weight_blocked,ntire2026_ir_team03_hat_pft_ensemble_x4_to_x2_timeout,,ntire2026_ir,team03_hat_pft_x4_to_x2,external_models/NTIRE2026_infraredSR/downloaded_weights/team03_XJRes/team03_XJRes_download,logs/eval_ntire2026_ir_x4_team03_hat_pft_to_x2_smoke_20260512.log,0.0,0.0,0.0,0.0,,closed_timeout
public_weight_eval,ntire2026_ir_team10_s1_x4_to_x2_area_smoke4_lpips,,ntire2026_ir,team10_s1_x4_to_x2,external_models/NTIRE2026_infraredSR/downloaded_weights/team10_FengFans/team10_FengFans/model_s1.pth,experiments/router_metrics_20260512/ntire2026_ir_x4_team10_s1_to_x2_area_smoke4.csv,40.18305,40.18305,40.18305,0.0,,closed
public_weight_eval,ntire2026_ir_team10_bsr100k_x4_to_x2_area_smoke4_lpips,,ntire2026_ir,team10_bsr100k_x4_to_x2,external_models/NTIRE2026_infraredSR/downloaded_weights/team10_FengFans/team10_FengFans/model_bsr100k.pth,experiments/router_metrics_20260512/ntire2026_ir_x4_team10_bsr100k_to_x2_area_smoke4.csv,40.04407,40.04407,40.04407,0.0,,closed
public_weight_eval,ntire2026_ir_team09_sigmoid_x4_to_x2_area_smoke4_lpips,,ntire2026_ir,team09_sigmoid_x4_to_x2,external_models/NTIRE2026_infraredSR/downloaded_weights/team09_SiGMoid/team09_SiGMoid_download,experiments/router_metrics_20260512/ntire2026_ir_x4_team09_sigmoid_to_x2_area_smoke4.csv,40.11812,40.11812,40.11812,0.0,,closed
public_weight_blocked,openmodeldb_2x_psnr_google_drive_unavailable_20260512,,openmodeldb,2x_psnr,1ldwajXL50uC7PCS63B4Wato6Dnk-svNL,logs/download_openmodeldb_2x_psnr_20260512.log,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_eval,psrgan_x2_official_stage_a_smoke4_lpips,,psrgan,x2,external_models/Infrared_Image_SR_PSRGAN/model_zoo/5000_G.pth,logs/eval_psrgan_x2_official_smoke4_20260512.log,35.64777,35.64777,35.64777,0.0,,closed
public_weight_eval,pbvs2025_tongji_drct_l_x8_to_x2_area_stage_a_smoke4_lpips,,drct,l_x8_to_x2_area,external_models/PBVS_TSR/experiments/pretrained_models/pbvs_pretrained/net_g_model_best.pth,experiments/router_metrics_20260512/pbvs2025_tongji_drct_l_x8_to_x2_area_smoke4.csv,35.65241,35.65241,35.65241,0.0,,closed
public_weight_eval,pbvs2025_tongji_drct_l_x8_headx2_stage_a_smoke4_lpips,,drct,l_x8_headx2,external_models/PBVS_TSR/experiments/pretrained_models/pbvs_pretrained/net_g_model_best.pth,experiments/router_metrics_20260512/pbvs2025_tongji_drct_l_x8_headx2_smoke4.csv,35.89066,35.89066,35.89066,0.0,,closed
public_weight_blocked,pbvs2025_aimf_track1_weights_empty,,pbvs2025,aimf_track1,external_models/PBVS25_TISR25_Track1/checkpoints/pretrain,logs/download_pbvs2025_aimf_track1_weights_20260512.log,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_blocked,hpen_x2_no_public_weights,,hpen,x2,external_models/HPEN-main,external_models/HPEN-main,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_blocked,lisn_ir_sr_no_public_weights,,lisn,x2,external_models/LISN-Infrared-Image-SR,external_models/LISN-Infrared-Image-SR,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_blocked,pcsrnet_google_drive_unavailable,,pcsrnet,x2,1JVJeIfBpH7z02USKhWJPaAMSwjmqIEg_,logs/download_pcsrnet_weights_20260512.log,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_eval,corple_x2_official_stage_a_smoke4_lpips,,corple,x2,external_models/CoRPLE/experiments/experiments/CoRPLEx2.pth,experiments/router_metrics_20260512/corple_x2_official_smoke4.csv,36.59098,36.59098,36.59098,0.0,,closed
public_weight_eval,crg2x_corple_arch_stage_a_smoke4_lpips,,corple,crg2x,external_models/CoRPLE/experiments/experiments/CRG_2x.pth,experiments/router_metrics_20260512/crg2x_corple_arch_smoke4.csv,36.60188,36.60188,36.60188,0.0,,closed
public_weight_eval,real_iisr_adapt512_smoke1_lpips,,real_iisr,adapt512,external_models/Real-IISR/checkpoints/Real-IISR.pth,experiments/router_metrics_20260512/real_iisr_adapt512_smoke1.csv,31.20380,31.20380,31.20380,0.0,,closed
public_weight_blocked,dasrgan_restricted_no_public_weights,,dasrgan,x2,external_models/DASRGAN,https://github.com/yongsongH/DASRGAN,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_eval,difiisr_x4_to_x2_area_stage_a_smoke4_lpips,,difiisr,x4_to_x2,external_models/DifIISR/weights/DifIISR.pth,experiments/router_metrics_20260512/difiisr_x4_to_x2_area_smoke4_variants.csv,37.27571,37.27571,37.27571,0.0,,closed
public_weight_eval,gpsmamba_x2_official_stage_a_smoke4_lpips,,gpsmamba,x2,external_models/GPSMamba/experiments/pretrained_models/net_g_x2_best.pth,experiments/router_metrics_20260512/gpsmamba_x2_official_tile64o16_smoke4_variants.csv,43.44194,43.44194,43.44194,0.0,,closed
public_weight_eval,irsrmamba_x2_official_stage_a_smoke4_lpips,,irsrmamba,x2,external_models/IRSRMamba/experiments/pretrained_models/IRSRMamba_final_x2.pth,experiments/router_metrics_20260512/irsrmamba_x2_official_smoke4_variants.csv,43.09043,43.09043,43.09043,0.0,,closed
public_weight_eval,swin2_mose_sen2venus_x2_stage_a_smoke4_lpips,,swin2sr,swin2_mose_sen2venus_x2,external_models/Swin2_MoSE,experiments/router_metrics_20260512/swin2_mose_sen2venus_x2_smoke4_variants.csv,33.78286,33.78286,33.78286,0.0,,closed
public_weight_eval,eamamba_realsrx2_stage_a_smoke4_lpips,,eamamba,realsrx2,external_models/EAMamba/checkpoints/realsrx2.pth,experiments/router_metrics_20260512/eamamba_realsrx2_smoke4.csv,30.66190,30.66190,30.66190,0.0,,closed
public_weight_blocked,rpt_sr_wacv2026_no_public_weights,,rpt_sr,x4,external_models/RPT-SR,external_models/RPT-SR,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_blocked,vmambair_no_x2_stage1_checkpoint,,vmambair,x2,external_models/VmambaIR,external_models/VmambaIR,0.0,0.0,0.0,0.0,,closed_blocked
legal_external_ensemble_smoke,hat_tta_gpsmamba_lowweight_smoke4_lpips,,hat+gpsmamba,l+x2,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/GPSMamba/experiments/pretrained_models/net_g_x2_best.pth,experiments/hat_tta_gpsmamba_smoke4_20260512.csv,45.49295,45.49445,45.49445,0.00150,,closed_below_hhatmamba
legal_external_ensemble_smoke,hat_tta_irsrmamba_lowweight_smoke4_lpips,,hat+irsrmamba,l+x2,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/IRSRMamba/experiments/pretrained_models/IRSRMamba_final_x2.pth,experiments/hat_tta_irsrmamba_smoke4_20260512.csv,45.49295,45.49326,45.49326,0.00031,,closed_below_hhatmamba
public_weight_blocked,mpsr_x2_models_link_but_no_public_code,,mpsr,x2,external_models/MPSR,external_models/MPSR,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_blocked,mslrsr_no_public_weights,,mslrsr,x2,external_models/MSLRSR,external_models/MSLRSR,0.0,0.0,0.0,0.0,,closed_blocked
public_weight_blocked,garlsr_no_public_trained_weights,,garlsr,x4,external_models/GARLSR,external_models/GARLSR,0.0,0.0,0.0,0.0,,closed_blocked
legal_external_ensemble_probe,hat_hat_mambairv2_lowmamba_fine_probe40_lpips,,hat+hat+mambairv2,l+l+large,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth+external_models/MambaIR_weights/mambairv2_classicSR_Large_x2.pth,experiments/router_metrics_20260512/hat_hat_mambairv2_fine_probe40,43.20913,43.20911,43.20913,-0.00002,,closed
public_weight_eval,ldff_net_x4_to_x2_area_stage_a_smoke4_lpips,,ldff_net,x4_to_x2,external_models/LDFF-Net/weight/LDFF_Net/net_params_1000.pkl,experiments/router_metrics_20260512/ldff_x4_to_x2_area_smoke4.csv,32.32098,32.32098,32.32098,0.0,,closed
legal_inference_probe,hat_nativeio_tlc_b32_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260512/hat_nativeio_tlc_b32_smoke4.csv,45.38694,39.75088,45.38694,-5.63606,,closed
