route,weight_cur,weight_prev,weight_sst,interp,blend_interp,sharpen_amount,sharpen_radius,clip_mode,psnr,ssim,edge,lpips,proxy,metrics_csv
wcur0p4_wprev0p175_wsst0p425_raw,0.4,0.175,0.425,,0.0,0.0,1.0,hard,33.98800509320304,0.9980072930455208,0.9775344183047613,0.04574965605376444,41.839618375978155,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p4_wprev0p175_wsst0p425_raw.csv
wcur0p4_wprev0p075_wsst0p525_raw,0.4,0.075,0.525,,0.0,0.0,1.0,hard,33.987947852941964,0.9980073218544324,0.977563169101874,0.045775028760544956,41.83956806475122,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p4_wprev0p075_wsst0p525_raw.csv
wcur0p425_wprev0p15_wsst0p425_raw,0.425,0.15,0.425,,0.0,0.0,1.0,hard,33.987904308707265,0.9980069860816002,0.9775346095363299,0.045748685975559054,41.839518072318405,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p425_wprev0p15_wsst0p425_raw.csv
wcur0p45_wprev0p125_wsst0p425_raw,0.45,0.125,0.425,,0.0,0.0,1.0,hard,33.98777629033132,0.9980066498120626,0.9775347625215848,0.04574724899333281,41.839391216260196,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p45_wprev0p125_wsst0p425_raw.csv
wcur0p425_wprev0p05_wsst0p525_raw,0.425,0.05,0.525,,0.0,0.0,1.0,hard,33.98776696267649,0.9980066239833831,0.9775631735722224,0.04577417959323308,41.839384694534765,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p425_wprev0p05_wsst0p525_raw.csv
wcur0p475_wprev0p1_wsst0p425_raw,0.475,0.1,0.425,,0.0,0.0,1.0,hard,33.987620815908436,0.9980060115456582,0.9775348757704099,0.04574638617389913,41.83923386437541,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p475_wprev0p1_wsst0p425_raw.csv
wcur0p5_wprev0p075_wsst0p425_raw,0.5,0.075,0.425,,0.0,0.0,1.0,hard,33.98743801972777,0.9980052297314008,0.9775349602103234,0.0457455448617111,41.839048228813404,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p5_wprev0p075_wsst0p425_raw.csv
wcur0p525_wprev0p05_wsst0p425_raw,0.525,0.05,0.425,,0.0,0.0,1.0,hard,33.98722794561546,0.9980041950941085,0.9775349830587705,0.045744367477406435,41.83883434734284,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p525_wprev0p05_wsst0p425_raw.csv
wcur0p3_wprev0p15_wsst0p55_raw,0.3,0.15,0.55,,0.0,0.0,1.0,hard,33.98673759840035,0.9980081021785736,0.9775620182355245,0.04578102017597606,41.83834820759089,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p3_wprev0p15_wsst0p55_raw.csv
wcur0p325_wprev0p125_wsst0p55_raw,0.325,0.125,0.55,,0.0,0.0,1.0,hard,33.986646432110874,0.9980079352855682,0.9775621682405472,0.045779992361106754,41.83825839558316,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p325_wprev0p125_wsst0p55_raw.csv
wcur0p35_wprev0p1_wsst0p55_raw,0.35,0.1,0.55,,0.0,0.0,1.0,hard,33.98652785226704,0.9980077435572942,0.9775622581442197,0.045779710877589724,41.838139408144066,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p35_wprev0p1_wsst0p55_raw.csv
wcur0p375_wprev0p075_wsst0p55_raw,0.375,0.075,0.55,,0.0,0.0,1.0,hard,33.986381795109395,0.998007212082545,0.9775622988740603,0.04577874000970041,41.83799218533338,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p375_wprev0p075_wsst0p55_raw.csv
wcur0p4_wprev0p2_wsst0p4_raw,0.4,0.2,0.4,,0.0,0.0,1.0,hard,33.98630049876836,0.9980065683523814,0.9775192047158877,0.04574093867753012,41.83789644095936,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p4_wprev0p2_wsst0p4_raw.csv
wcur0p425_wprev0p175_wsst0p4_raw,0.425,0.175,0.4,,0.0,0.0,1.0,hard,33.98621965339014,0.9980063110589981,0.9775194689631462,0.045739877351540295,41.83781670296734,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p425_wprev0p175_wsst0p4_raw.csv
wcur0p4_wprev0p05_wsst0p55_raw,0.4,0.05,0.55,,0.0,0.0,1.0,hard,33.98620831405226,0.9980065057675044,0.9775623212258021,0.04577858058182756,41.83781482994523,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p4_wprev0p05_wsst0p55_raw.csv
wcur0p45_wprev0p15_wsst0p4_raw,0.45,0.15,0.4,,0.0,0.0,1.0,hard,33.98611155982202,0.9980060751239459,0.9775196855266889,0.04573893822816899,41.83770950516274,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p45_wprev0p15_wsst0p4_raw.csv
wcur0p475_wprev0p125_wsst0p4_raw,0.475,0.125,0.4,,0.0,0.0,1.0,hard,33.985976115622606,0.9980056345462799,0.9775198395053546,0.045738095693135014,41.837573410524726,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p475_wprev0p125_wsst0p4_raw.csv
wcur0p5_wprev0p1_wsst0p4_raw,0.5,0.1,0.4,,0.0,0.0,1.0,hard,33.98581339055459,0.9980049327015876,0.9775199472904206,0.04573671976152885,41.8374094418219,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p5_wprev0p1_wsst0p4_raw.csv
wcur0p525_wprev0p075_wsst0p4_raw,0.525,0.075,0.4,,0.0,0.0,1.0,hard,33.98562332595205,0.9980040947596233,0.9775200212995211,0.045735226905768894,41.837217483297295,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p525_wprev0p075_wsst0p4_raw.csv
wcur0p55_wprev0p05_wsst0p4_raw,0.55,0.05,0.4,,0.0,0.0,1.0,hard,33.985405984476806,0.9980029438932737,0.9775200525919596,0.04573415159393335,41.8369954498325,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p55_wprev0p05_wsst0p4_raw.csv
wcur0p3_wprev0p125_wsst0p575_raw,0.3,0.125,0.575,,0.0,0.0,1.0,hard,33.98438699221059,0.9980074758330981,0.9775581737359365,0.04578316881864642,41.835981857043755,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p3_wprev0p125_wsst0p575_raw.csv
wcur0p325_wprev0p1_wsst0p575_raw,0.325,0.1,0.575,,0.0,0.0,1.0,hard,33.984275777077876,0.9980072672168414,0.9775582646330198,0.0457825972281474,41.835870715188676,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p325_wprev0p1_wsst0p575_raw.csv
wcur0p35_wprev0p075_wsst0p575_raw,0.35,0.075,0.575,,0.0,0.0,1.0,hard,33.984137130056986,0.9980067844192188,0.9775583207607269,0.0457816500759994,41.83573117794176,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p35_wprev0p075_wsst0p575_raw.csv
wcur0p375_wprev0p05_wsst0p575_raw,0.375,0.05,0.575,,0.0,0.0,1.0,hard,33.983971096396566,0.9980061198274295,0.977558322250843,0.045781254226070205,41.83556195141069,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p375_wprev0p05_wsst0p575_raw.csv
wcur0p425_wprev0p2_wsst0p375_raw,0.425,0.2,0.375,,0.0,0.0,1.0,hard,33.98385129111988,0.998005411028862,0.9775011171897252,0.045730041713977695,41.83542590824455,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p425_wprev0p2_wsst0p375_raw.csv
