route,weight_cur,weight_prev,weight_ssttta,weight_sstraw,interp,blend_interp,sharpen_amount,sharpen_radius,clip_mode,psnr,ssim,edge,lpips,proxy,metrics_csv
wcur0p3_wprev0p15_wssttta0p475_wsstraw0p075_raw,0.3,0.15,0.475,0.075,,0.0,0.0,1.0,hard,33.98505281554912,0.9980070486664772,0.9775547211368879,0.04576546803776485,41.83667361374622,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p3_wprev0p15_wssttta0p475_wsstraw0p075_raw.csv
wcur0p35_wprev0p15_wssttta0p375_wsstraw0p125_raw,0.35,0.15,0.375,0.125,,0.0,0.0,1.0,hard,33.98494945652844,0.9980056593815486,0.9775421078006427,0.045727400007793524,41.836612828403425,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p35_wprev0p15_wssttta0p375_wsstraw0p125_raw.csv
wcur0p275_wprev0p15_wssttta0p55_wsstraw0p025_raw,0.275,0.15,0.55,0.025,,0.0,0.0,1.0,hard,33.98421013992027,0.9980074698726337,0.977556844552358,0.04578192726961182,41.835804793721564,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p275_wprev0p15_wssttta0p55_wsstraw0p025_raw.csv
wcur0p275_wprev0p2_wssttta0p4_wsstraw0p125_raw,0.275,0.2,0.4,0.125,,0.0,0.0,1.0,hard,33.98413378886405,0.9980058441559474,0.9775440827012062,0.04573392534754627,41.83578916850706,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p275_wprev0p2_wssttta0p4_wsstraw0p125_raw.csv
wcur0p3_wprev0p175_wssttta0p4_wsstraw0p125_raw,0.3,0.175,0.4,0.125,,0.0,0.0,1.0,hard,33.98408826354863,0.9980057482918103,0.9775443146626155,0.04573297878232552,41.83574542506007,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p3_wprev0p175_wssttta0p4_wsstraw0p125_raw.csv
wcur0p325_wprev0p15_wssttta0p4_wsstraw0p125_raw,0.325,0.15,0.4,0.125,,0.0,0.0,1.0,hard,33.98401549571939,0.9980056161681811,0.9775445053974787,0.045732461994339245,41.83567327953475,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p325_wprev0p15_wssttta0p4_wsstraw0p125_raw.csv
wcur0p275_wprev0p175_wssttta0p45_wsstraw0p1_raw,0.275,0.175,0.45,0.1,,0.0,0.0,1.0,hard,33.98394594488657,0.998006409406662,0.977549656232198,0.04575337627514576,41.83557696124065,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p275_wprev0p175_wssttta0p45_wsstraw0p1_raw.csv
wcur0p3_wprev0p15_wssttta0p45_wsstraw0p1_raw,0.3,0.15,0.45,0.1,,0.0,0.0,1.0,hard,33.983880821237065,0.9980063344041507,0.977549837032954,0.04575288367050234,41.83551273438687,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p3_wprev0p15_wssttta0p45_wsstraw0p1_raw.csv
wcur0p275_wprev0p15_wssttta0p525_wsstraw0p05_raw,0.275,0.15,0.525,0.05,,0.0,0.0,1.0,hard,33.98364402280369,0.9980070725083351,0.9775544251004855,0.04577696232445305,41.835241383405766,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p275_wprev0p15_wssttta0p525_wsstraw0p05_raw.csv
wcur0p275_wprev0p15_wssttta0p5_wsstraw0p075_raw,0.275,0.15,0.5,0.075,,0.0,0.0,1.0,hard,33.982772606181484,0.9980064829190572,0.9775507882237434,0.045768515501792235,41.834376049139735,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p275_wprev0p15_wssttta0p5_wsstraw0p075_raw.csv
wcur0p275_wprev0p175_wssttta0p425_wsstraw0p125_raw,0.275,0.175,0.425,0.125,,0.0,0.0,1.0,hard,33.982469623677154,0.9980054413278897,0.9775435701012611,0.04573722355805027,41.834114964730915,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p275_wprev0p175_wssttta0p425_wsstraw0p125_raw.csv
wcur0p3_wprev0p15_wssttta0p425_wsstraw0p125_raw,0.3,0.15,0.425,0.125,,0.0,0.0,1.0,hard,33.982404170376306,0.9980053792397181,0.9775437439481417,0.045736594980310956,41.834050743750275,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p3_wprev0p15_wssttta0p425_wsstraw0p125_raw.csv
wcur0p275_wprev0p15_wssttta0p475_wsstraw0p1_raw,0.275,0.15,0.475,0.1,,0.0,0.0,1.0,hard,33.98159626049185,0.9980057979623477,0.9775459364056587,0.04575618042678495,41.83321056022368,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p275_wprev0p15_wssttta0p475_wsstraw0p1_raw.csv
wcur0p275_wprev0p15_wssttta0p45_wsstraw0p125_raw,0.275,0.15,0.45,0.125,,0.0,0.0,1.0,hard,33.98011531898622,0.998004800081253,0.9775398502747218,0.04574012838517471,41.831743563252836,experiments/hat_hat_ssttta_sstraw_full120_20260512/wcur0p275_wprev0p15_wssttta0p45_wsstraw0p125_raw.csv
