source,path,images,match_strength,sigma,interp,sigma_jitter,noise_std,gamma_jitter,official_score,test_score,total_score,edge_mean,fft_high_ratio,std
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,cubic,0.0,0.25,0.03,0.3914868147802244,0.32817983834784437,0.37249472185051036,0.2991412216021369,0.07008622820327919,0.19270443846471608
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,cubic,0.1,0.0,0.0,0.4096692009950908,0.34536078218935967,0.39037667535337145,0.29233683079170686,0.06944443896177178,0.18962972409402332
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,cubic,0.0,0.0,0.03,0.4104767037398405,0.3465532868417543,0.3912996786704146,0.2924789361810933,0.06919836480587133,0.18967779679223895
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,cubic,0.0,0.25,0.03,0.4300473649381909,0.3575174872144505,0.4082884016210687,0.28784145251847804,0.05959135639856116,0.19133316453856727
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,cubic,0.1,0.25,0.03,0.42632017616894397,0.3858830818282837,0.4141890478667458,0.2929930528625846,0.07121999157414975,0.18834122635113695
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,cubic,0.1,0.0,0.03,0.4372657668572359,0.3913895378145742,0.42350289814443737,0.28488968033343554,0.07131814601344734,0.18381013170195123
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,area,0.0,0.25,0.03,0.44720150039151546,0.37152878381098153,0.4244996854173553,0.28232031944207847,0.055770031759351274,0.19074506436785063
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,cubic,0.1,0.0,0.0,0.4524333051379346,0.38062158844435695,0.4308897901298613,0.2812422406083594,0.05902260736926881,0.18828983798933527
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,cubic,0.0,0.0,0.03,0.45246935745795147,0.3807931684882712,0.43096650076704734,0.28149587808487314,0.05885228187152954,0.18834460557748875
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,cubic,0.1,0.25,0.0,0.4451504662522246,0.4092811851951925,0.43438968193511496,0.2865050816132377,0.07177703033953158,0.18441210749248663
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,cubic,0.0,0.0,0.0,0.4623999048818761,0.4020739580232992,0.44430212082430304,0.2840141936515768,0.07006928221713599,0.18285577682157358
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,cubic,0.0,0.25,0.0,0.4623353675764448,0.4048500812330405,0.4450897816734235,0.28232753823976964,0.06958444097954203,0.18198353009453663
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,area,0.0,0.0,0.03,0.47115951776679266,0.39676040855454753,0.4488397850031191,0.2761279346887022,0.05507819304614863,0.18777239260574183
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,area,0.1,0.0,0.0,0.47118960962377154,0.3969315080579423,0.4489121791540227,0.2757683563201378,0.05518880769134505,0.1877114432863891
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,cubic,0.1,0.25,0.03,0.46796407904059806,0.42183633975754264,0.4541257572556814,0.2819220334446679,0.06052278440903323,0.18698790242585042
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.5,cubic,0.0,0.25,0.0,0.44891298054735546,0.4756536129762668,0.4569351702760288,0.3061939846569051,0.05966596698084519,0.20257566558818021
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.5,cubic,0.1,0.25,0.0,0.4496073279887126,0.4748170442514514,0.4571702428675342,0.31461737553278607,0.060946727227019847,0.20710437217106423
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,area,0.0,0.25,0.03,0.4824762230404332,0.4024499740362779,0.4584683483391866,0.2733788367671271,0.048717588374257076,0.18974207884942493
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,cubic,0.1,0.0,0.03,0.48529731019709144,0.4333252668274057,0.4697056971861857,0.2740079425275326,0.06051680385043032,0.18248286090480784
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.5,cubic,0.1,0.0,0.0,0.4647605272571829,0.4884804208888389,0.47187649534667975,0.3152723439658682,0.060236408844445345,0.2084588746074587
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.5,area,0.1,0.25,0.03,0.486523295104118,0.4378516403442368,0.47192179867615364,0.27649280669478077,0.05658009705135741,0.18640306359156966
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.5,cubic,0.0,0.0,0.03,0.46533990390105756,0.48929711446289303,0.4725270670696081,0.31507776336123544,0.0598056365009089,0.20836148224771023
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.5,cubic,0.1,0.0,0.03,0.47072868693739167,0.4806553327150576,0.47370668067069144,0.3059651722044994,0.05962893383030941,0.20157278453310332
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.5,cubic,0.0,0.25,0.03,0.4730478508067924,0.4882262970309751,0.4776013846740472,0.3085917189406852,0.05997515587250941,0.20311713754199445
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.65,cubic,0.0,0.25,0.0,0.4715014144365646,0.49807742991555004,0.4794742190802602,0.2937430553914358,0.05155421088143364,0.2014739035318295
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,cubic,0.1,0.25,0.0,0.49476467776728816,0.44987070967966997,0.4812964873410027,0.2754177115081499,0.060863303005153226,0.183054702822119
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.65,cubic,0.1,0.25,0.0,0.47451571870741194,0.49860999141885887,0.481744000520846,0.30167593403408927,0.05252863573509164,0.20594642404466867
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,area,0.1,0.0,0.0,0.5097507976167762,0.4295997895516375,0.4857054951972346,0.26711743876027566,0.04820749875659338,0.18673552720186612
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,area,0.0,0.0,0.03,0.5097305052664727,0.42985564616433547,0.48576804753583147,0.2674255669893076,0.04812177518882288,0.18679661001078784
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.5,cubic,0.0,0.0,0.0,0.4845393830771667,0.493881895292289,0.48734213674170335,0.30064284925659496,0.0597836081523242,0.1979429116472602
m3fd_det,external_data/M3FD_ir/detection_ir,96,1.0,0.5,cubic,0.1,0.25,0.03,0.48598832568812594,0.49331177987486585,0.48818536194414786,0.309718220649908,0.06009797018072568,0.20593442077127597
flir_iisr_hr,external_data/FLIR-IISR/FLIR-IISR/HR,96,1.0,0.65,cubic,0.0,0.0,0.0,0.508011135685985,0.44252810479823007,0.4883662264196585,0.2731160280915598,0.05955066518628945,0.18154632726994654
