route,weight_hat_a,weight_hat_b,weight_mamba,weight_atd,interp,blend_interp,sharpen_amount,sharpen_radius,clip_mode,mamba_mix_mode,mamba_residual_sigma,mamba_gray_mode,tone_gamma,tone_gain,tone_bias,psnr,ssim,edge,lpips,proxy,metrics_csv
wa0p475_wb0p275_wm0p25_raw,0.475,0.275,0.25,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.349715113099926,0.9981266677379608,0.9804199919104576,0.039341638947371395,43.220631825453864,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p475_wb0p275_wm0p25_raw.csv
wa0p375_wb0p425_wm0p2_raw,0.375,0.425,0.2,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.349263442815115,0.9981335207819939,0.9804166927933693,0.03914805243257433,43.22060184822867,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p375_wb0p425_wm0p2_raw.csv
wa0p55_wb0p275_wm0p175_raw,0.55,0.275,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34902651395806,0.9981313824653626,0.9804177343845367,0.03903377644601278,43.22058272462729,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p55_wb0p275_wm0p175_raw.csv
wa0p525_wb0p3_wm0p175_raw,0.525,0.3,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34900972964597,0.9981322810053825,0.9804170906543732,0.0390360749559477,43.22056544707512,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p525_wb0p3_wm0p175_raw.csv
wa0p575_wb0p25_wm0p175_raw,0.575,0.25,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34900874813179,0.9981303006410599,0.9804183095693588,0.03903149894904345,43.220564173218776,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p575_wb0p25_wm0p175_raw.csv
wa0p45_wb0p3_wm0p25_raw,0.45,0.3,0.25,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34961105640728,0.9981278657913208,0.9804193392395973,0.03934367931215092,43.2205295710101,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p45_wb0p3_wm0p25_raw.csv
wa0p5_wb0p325_wm0p175_raw,0.5,0.325,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34895812648448,0.9981329545378685,0.9804164364933967,0.03903751245234162,43.220513701793806,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p5_wb0p325_wm0p175_raw.csv
wa0p35_wb0p425_wm0p225_raw,0.35,0.425,0.225,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.3493185459324,0.99813232421875,0.9804174482822419,0.03925011599785648,43.22044715581367,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p35_wb0p425_wm0p225_raw.csv
wa0p475_wb0p35_wm0p175_raw,0.475,0.35,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34887199717349,0.9981335267424584,0.9804157093167305,0.039039116661297155,43.220426342939106,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p475_wb0p35_wm0p175_raw.csv
wa0p425_wb0p325_wm0p25_raw,0.425,0.325,0.25,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.349472228780506,0.9981287747621537,0.9804186880588531,0.03934464670019224,43.220392960070754,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p425_wb0p325_wm0p25_raw.csv
wa0p35_wb0p45_wm0p2_raw,0.35,0.45,0.2,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34900926319932,0.9981333777308464,0.9804158061742783,0.03914945248980075,43.22034223695335,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p35_wb0p45_wm0p2_raw.csv
wa0p45_wb0p375_wm0p175_raw,0.45,0.375,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.3487511490758,0.9981338515877723,0.9804149508476258,0.03904089945717715,43.22030236138333,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p45_wb0p375_wm0p175_raw.csv
wa0p4_wb0p35_wm0p25_raw,0.4,0.35,0.25,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34929857858215,0.9981295809149742,0.9804179474711419,0.0393464078893885,43.220219143235504,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p4_wb0p35_wm0p25_raw.csv
wa0p325_wb0p45_wm0p225_raw,0.325,0.45,0.225,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34903525606013,0.9981323629617691,0.9804165244102478,0.039251318824244666,43.22015984500275,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p325_wb0p45_wm0p225_raw.csv
wa0p425_wb0p4_wm0p175_raw,0.425,0.4,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34859545269551,0.9981339797377586,0.9804141506552696,0.03904363516485319,43.2201403621029,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p425_wb0p4_wm0p175_raw.csv
wa0p375_wb0p375_wm0p25_raw,0.375,0.375,0.25,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34909022204344,0.9981301248073577,0.9804171368479728,0.03934893375262618,43.22000737707828,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p375_wb0p375_wm0p25_raw.csv
wa0p4_wb0p425_wm0p175_raw,0.4,0.425,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34840529333552,0.9981340125203133,0.9804133132100106,0.03904551054583862,43.219944973785736,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p4_wb0p425_wm0p175_raw.csv
wa0p35_wb0p4_wm0p25_raw,0.35,0.4,0.25,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34884721906152,0.9981305971741676,0.9804163426160812,0.03935004956438206,43.21976338820992,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p35_wb0p4_wm0p25_raw.csv
wa0p375_wb0p45_wm0p175_raw,0.375,0.45,0.175,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.3481804535948,0.9981340512633323,0.9804124116897583,0.03904647240997292,43.219716639734365,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p375_wb0p45_wm0p175_raw.csv
wa0p325_wb0p425_wm0p25_raw,0.325,0.425,0.25,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34856939813462,0.9981307044625283,0.9804154857993126,0.03935170151526109,43.2194811934779,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p325_wb0p425_wm0p25_raw.csv
wa0p3_wb0p45_wm0p25_raw,0.3,0.45,0.25,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.348256938624445,0.9981308624148368,0.980414579808712,0.03935272675007582,43.219165819230746,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p3_wb0p45_wm0p25_raw.csv
wa0p475_wb0p25_wm0p275_raw,0.475,0.25,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.348432436135056,0.9981226742267608,0.9804158970713616,0.039441005792468786,43.21911826405341,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p475_wb0p25_wm0p275_raw.csv
wa0p45_wb0p275_wm0p275_raw,0.45,0.275,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.348334180881146,0.9981241300702095,0.9804152846336365,0.0394434156594798,43.219022699250715,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p45_wb0p275_wm0p275_raw.csv
wa0p55_wb0p3_wm0p15_raw,0.55,0.3,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34720454249749,0.9981327265501022,0.9804109245538711,0.038932057010242715,43.21895863688536,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p55_wb0p3_wm0p15_raw.csv
wa0p575_wb0p275_wm0p15_raw,0.575,0.275,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34719235518419,0.9981319472193718,0.9804115489125251,0.03893033459316939,43.21894646713913,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p575_wb0p275_wm0p15_raw.csv
wa0p525_wb0p325_wm0p15_raw,0.525,0.325,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.347182222006154,0.9981332898139954,0.9804102510213852,0.038934237108333034,43.21893398871623,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p525_wb0p325_wm0p15_raw.csv
wa0p6_wb0p25_wm0p15_raw,0.6,0.25,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.347145426321575,0.9981309309601784,0.9804121151566505,0.038928642321843655,43.21889795775226,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p6_wb0p25_wm0p15_raw.csv
wa0p425_wb0p3_wm0p275_raw,0.425,0.3,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34820105413206,0.9981252983212471,0.9804146215319633,0.03944523893878795,43.218891609245894,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p425_wb0p3_wm0p275_raw.csv
wa0p5_wb0p35_wm0p15_raw,0.5,0.35,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34712505861406,0.998133796453476,0.9804095640778542,0.03893651519319974,43.21887393510423,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p5_wb0p35_wm0p15_raw.csv
wa0p475_wb0p375_wm0p15_raw,0.475,0.375,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34703339220514,0.9981340944766999,0.9804087921977043,0.03893797754426487,43.21877958837222,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p475_wb0p375_wm0p15_raw.csv
wa0p4_wb0p325_wm0p275_raw,0.4,0.325,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.348033121350845,0.9981263518333435,0.9804139465093613,0.039447135059162974,43.2187248552513,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p4_wb0p325_wm0p275_raw.csv
wa0p45_wb0p4_wm0p15_raw,0.45,0.4,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34690701098974,0.998134259879589,0.9804079845547676,0.03894037479185499,43.218647789793096,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p45_wb0p4_wm0p15_raw.csv
